"","Geneid","SYMBOL","NCBI_GeneID","Ensembl_GeneID","gene_biotype","Chr","Start","End","Strand","Length"
"gene-CSDC2","gene-CSDC2","CSDC2",425183,"ENSGALG00010010856","protein_coding","NC_052532.1","49631416","49639540","-",2292
"gene-POLR3H","gene-POLR3H","POLR3H",417990,"ENSGALG00010010891","protein_coding","NC_052532.1","49639706","49646054","+",1491
"gene-ACO2","gene-ACO2","ACO2",374009,"ENSGALG00010012720","protein_coding","NC_052532.1","49647072","49667515","-",2740
"gene-PHF5A","gene-PHF5A","PHF5A",417991,"ENSGALG00010012765","protein_coding","NC_052532.1","49667795","49673798","+",962
"gene-TOB2","gene-TOB2","TOB2",417992,"ENSGALG00010012747","protein_coding","NC_052532.1","49678564","49685418","+",4023
"gene-TEF","gene-TEF","TEF",396342,"ENSGALG00010012786","protein_coding","NC_052532.1","49701507","49717640","-",4762
"gene-ZC3H7B","gene-ZC3H7B","ZC3H7B",417996,"ENSGALG00010012797","protein_coding","NC_052532.1","49724778","49769531","-",7313
"gene-RANGAP1","gene-RANGAP1","RANGAP1",417997,"ENSGALG00010012819","protein_coding","NC_052532.1","49773046","49792189","+",3173
"gene-CHADL","gene-CHADL","CHADL",417998,"ENSGALG00010012832","protein_coding","NC_052532.1","49792638","49796947","+",3107
"gene-L3MBTL2","gene-L3MBTL2","L3MBTL2",417999,"ENSGALG00010012841","protein_coding","NC_052532.1","49797738","49812336","-",2891
"gene-EP300","gene-EP300","EP300",418000,"ENSGALG00010012865","protein_coding","NC_052532.1","49817744","49876373","-",9448
"gene-RBX1","gene-RBX1","RBX1",418001,"ENSGALG00010012900","protein_coding","NC_052532.1","49900104","49911084","-",504
"gene-XPNPEP3","gene-XPNPEP3","XPNPEP3",418002,"ENSGALG00010012910","protein_coding","NC_052532.1","49928682","49945360","-",3596
"gene-ST13P5","gene-ST13P5","ST13P5",418003,"ENSGALG00010012948","protein_coding","NC_052532.1","49945606","49965423","+",3258
"gene-SLC25A17","gene-SLC25A17","SLC25A17",418004,"ENSGALG00010012962","protein_coding","NC_052532.1","49964737","49984837","+",3857
"gene-MKL1","gene-MKL1","MKL1",418005,"","protein_coding","NC_052532.1","50003390","50101264","+",11165
"gene-SGSM3","gene-SGSM3","SGSM3",418008,"ENSGALG00010013084","protein_coding","NC_052532.1","50101980","50128451","-",7493
"gene-ADSL","gene-ADSL","ADSL",396540,"ENSGALG00010013095","protein_coding","NC_052532.1","50130267","50145924","-",1547
"gene-TNRC6B","gene-TNRC6B","TNRC6B",418010,"ENSGALG00010013146","protein_coding","NC_052532.1","50146094","50287628","-",19652
"gene-CACNA1I","gene-CACNA1I","CACNA1I",427900,"ENSGALG00010012410","protein_coding","NC_052532.1","50448711","50607155","-",11282
"gene-RPS19BP1","gene-RPS19BP1","RPS19BP1",418011,"ENSGALG00010012378","protein_coding","NC_052532.1","50630355","50632490","+",955
"gene-ATF4","gene-ATF4","ATF4",395693,"ENSGALG00010012407","protein_coding","NC_052532.1","50638488","50641444","-",1869
"gene-MIEF1","gene-MIEF1","MIEF1",418012,"ENSGALG00010012426","protein_coding","NC_052532.1","50650086","50660213","-",5690
"gene-MGAT3","gene-MGAT3","MGAT3",418013,"ENSGALG00010012517","protein_coding","NC_052532.1","50667758","50692380","-",11501
"gene-TAB1","gene-TAB1","TAB1",418014,"ENSGALG00010012550","protein_coding","NC_052532.1","50699403","50707830","-",1995
"gene-SYNGR1","gene-SYNGR1","SYNGR1",418015,"ENSGALG00010012565","protein_coding","NC_052532.1","50713266","50726975","-",4943
"gene-RPL3","gene-RPL3","RPL3",418016,"ENSGALG00010012610","protein_coding","NC_052532.1","50730828","50736632","+",1309
"gene-PDGFB","gene-PDGFB","PDGFB",374128,"ENSGALG00010012624","protein_coding","NC_052532.1","50759346","50777366","+",2907
"gene-CBX7","gene-CBX7","CBX7",101752246,"ENSGALG00010012653","protein_coding","NC_052532.1","50791746","50809721","+",10256
"gene-CBX6","gene-CBX6","CBX6",107053684,"","protein_coding","NC_052532.1","50809461","50823794","+",9079
"gene-NPTXR","gene-NPTXR","NPTXR",427902,"ENSGALG00010012685","protein_coding","NC_052532.1","50824105","50831226","+",2745
"gene-DNAL4","gene-DNAL4","DNAL4",418019,"ENSGALG00010012696","protein_coding","NC_052532.1","50834382","50838638","+",2167
"gene-SUN2","gene-SUN2","SUN2",418021,"ENSGALG00010015939","protein_coding","NC_052532.1","50847514","50855568","+",4168
"gene-GTPBP1","gene-GTPBP1","GTPBP1",418022,"ENSGALG00010012753","protein_coding","NC_052532.1","50856194","50873390","-",4217
"gene-JOSD1","gene-JOSD1","JOSD1",418023,"ENSGALG00010012767","protein_coding","NC_052532.1","50873872","50884286","+",3763
"gene-TOMM22","gene-TOMM22","TOMM22",770933,"ENSGALG00010012772","protein_coding","NC_052532.1","50884509","50886344","-",1148
"gene-CBY1","gene-CBY1","CBY1",771364,"ENSGALG00010012792","protein_coding","NC_052532.1","50886477","50888773","-",1048
"gene-DMC1","gene-DMC1","DMC1",427903,"ENSGALG00010012801","protein_coding","NC_052532.1","50895704","50916096","+",6595
"gene-DDX17","gene-DDX17","DDX17",418024,"ENSGALG00010012842","protein_coding","NC_052532.1","50916728","50936545","+",4960
"gene-KDELR3","gene-KDELR3","KDELR3",418026,"ENSGALG00010012876","protein_coding","NC_052532.1","50936544","50941661","-",1706
"gene-CSNK1E","gene-CSNK1E","CSNK1E",378891,"ENSGALG00010012911","protein_coding","NC_052532.1","50967353","50989271","+",3757
"gene-TMEM184B","gene-TMEM184B","TMEM184B",418027,"ENSGALG00010012986","protein_coding","NC_052532.1","50989729","51015301","+",7053
"gene-MAFF","gene-MAFF","MAFF",395519,"ENSGALG00010012998","protein_coding","NC_052532.1","51015566","51018675","-",2250
"gene-PLA2G6","gene-PLA2G6","PLA2G6",418028,"ENSGALG00010013015","protein_coding","NC_052532.1","51018876","51038014","+",3649
"gene-PICK1","gene-PICK1","PICK1",418030,"ENSGALG00010010397","protein_coding","NC_052532.1","51058451","51069854","-",3371
"gene-SOX10","gene-SOX10","SOX10",395573,"ENSGALG00010010407","protein_coding","NC_052532.1","51095091","51104261","+",4436
"gene-POLR2F","gene-POLR2F","POLR2F",395486,"ENSGALG00010010421","protein_coding","NC_052532.1","51107178","51110748","-",501
"gene-C22orf23","gene-C22orf23","C22orf23",418031,"ENSGALG00010010446","protein_coding","NC_052532.1","51110809","51114543","+",1039
"gene-MICALL1","gene-MICALL1","MICALL1",418032,"ENSGALG00010010546","protein_coding","NC_052532.1","51115160","51133330","-",4863
"gene-EIF3L","gene-EIF3L","EIF3L",418033,"ENSGALG00010010593","protein_coding","NC_052532.1","51136939","51146563","-",1947
"gene-ANKRD54","gene-ANKRD54","ANKRD54",418034,"ENSGALG00010010620","protein_coding","NC_052532.1","51146848","51152340","+",2306
"gene-GCAT","gene-GCAT","GCAT",101750333,"ENSGALG00010010776","protein_coding","NC_052532.1","51163761","51168026","-",1468
"gene-H1F0","gene-H1F0","H1F0",693250,"ENSGALG00010010791","protein_coding","NC_052532.1","51169503","51170388","-",886
"gene-TRIOBP","gene-TRIOBP","TRIOBP",100859397,"","protein_coding","NC_052532.1","51173130","51188787","-",6674
"gene-NOL12","gene-NOL12","NOL12",418037,"ENSGALG00010010890","protein_coding","NC_052532.1","51191403","51195293","-",1096
"gene-ADAP1L","gene-ADAP1L","ADAP1L",100858460,"ENSGALG00010022304","protein_coding","NC_052532.1","51195927","51202012","+",1901
"gene-UTS2RL","gene-UTS2RL","UTS2RL",771154,"ENSGALG00010029154","protein_coding","NC_052532.1","51202681","51204849","+",2169
"gene-LGALS1A","gene-LGALS1A","LGALS1A",396491,"ENSGALG00010010935","protein_coding","NC_052532.1","51206395","51209566","-",539
"gene-PDXP","gene-PDXP","PDXP",771207,"ENSGALG00010014020","protein_coding","NC_052532.1","51221592","51224986","-",2145
"gene-GGA1","gene-GGA1","GGA1",100857525,"ENSGALG00010014062","protein_coding","NC_052532.1","51234946","51245116","-",3652
"gene-LGALS2","gene-LGALS2","LGALS2",425107,"ENSGALG00010014149","protein_coding","NC_052532.1","51246594","51258682","+",2833
"gene-CDC42EP1","gene-CDC42EP1","CDC42EP1",418040,"ENSGALG00010014159","protein_coding","NC_052532.1","51260198","51266290","-",3918
"gene-CARD10","gene-CARD10","CARD10",418041,"ENSGALG00010014193","protein_coding","NC_052532.1","51270210","51292516","+",7464
"gene-MFNG","gene-MFNG","MFNG",418042,"ENSGALG00010014388","protein_coding","NC_052532.1","51295619","51309613","+",4681
"gene-CYTH4","gene-CYTH4","CYTH4",418043,"ENSGALG00010014505","protein_coding","NC_052532.1","51425864","51454053","-",3674
"gene-RAC2","gene-RAC2","RAC2",418044,"ENSGALG00010014418","protein_coding","NC_052532.1","51454214","51463262","+",956
"gene-C1QTNF6","gene-C1QTNF6","C1QTNF6",427908,"ENSGALG00010014648","protein_coding","NC_052532.1","51477739","51485805","+",6414
"gene-KCTD17","gene-KCTD17","KCTD17",418047,"ENSGALG00010014722","protein_coding","NC_052532.1","51488785","51542173","-",8236
"gene-MPST","gene-MPST","MPST",418048,"ENSGALG00010014801","protein_coding","NC_052532.1","51548867","51551721","-",2103
"gene-TST","gene-TST","TST",418049,"ENSGALG00010014816","protein_coding","NC_052532.1","51551907","51559039","+",1079
"gene-TEX33","gene-TEX33","TEX33",418050,"","protein_coding","NC_052532.1","51559644","51564671","+",1224
"gene-CRCBL","gene-CRCBL","CRCBL",771315,"","protein_coding","NC_052532.1","51600449","51613192","-",5697
"gene-NCF4","gene-NCF4","NCF4",418052,"ENSGALG00010014840","protein_coding","NC_052532.1","51616373","51650424","-",3355
"gene-PVALB","gene-PVALB","PVALB",396459,"ENSGALG00010014889","protein_coding","NC_052532.1","51647769","51661023","+",2833
"gene-IFT27","gene-IFT27","IFT27",418053,"ENSGALG00010014906","protein_coding","NC_052532.1","51669442","51693213","+",8165
"gene-EIF3D","gene-EIF3D","EIF3D",771356,"ENSGALG00010014917","protein_coding","NC_052532.1","51751399","51758782","+",1869
"gene-FOXRED2","gene-FOXRED2","FOXRED2",418054,"ENSGALG00010014936","protein_coding","NC_052532.1","51758937","51769339","+",4158
"gene-TXN2","gene-TXN2","TXN2",426978,"ENSGALG00010014945","protein_coding","NC_052532.1","51769482","51777168","+",1137
"gene-MYH9","gene-MYH9","MYH9",396469,"ENSGALG00010015031","protein_coding","NC_052532.1","51777634","51863423","+",8786
"gene-RBFOX2","gene-RBFOX2","RBFOX2",418055,"ENSGALG00010015095","protein_coding","NC_052532.1","51873853","52037364","+",18139
"gene-MB","gene-MB","MB",418056,"ENSGALG00010015107","protein_coding","NC_052532.1","52046537","52050255","+",1596
"gene-RASD2","gene-RASD2","RASD2",418057,"ENSGALG00010015117","protein_coding","NC_052532.1","52076945","52085339","-",3211
"gene-MCM5","gene-MCM5","MCM5",418058,"ENSGALG00010015126","protein_coding","NC_052532.1","52136261","52144503","-",2562
"gene-HMOX1","gene-HMOX1","HMOX1",396287,"ENSGALG00010015155","protein_coding","NC_052532.1","52145778","52151916","-",3382
"gene-TOM1","gene-TOM1","TOM1",396049,"ENSGALG00010015191","protein_coding","NC_052532.1","52159195","52179899","-",2819
"gene-HMGXB4","gene-HMGXB4","HMGXB4",418059,"ENSGALG00010015203","protein_coding","NC_052532.1","52180051","52194226","-",4080
"gene-ISX","gene-ISX","ISX",418060,"ENSGALG00010015257","protein_coding","NC_052532.1","52240492","52309267","-",18146
"gene-LARGE1","gene-LARGE1","LARGE1",418062,"ENSGALG00010015327","protein_coding","NC_052532.1","52718181","53006996","+",10247
"gene-SYN3","gene-SYN3","SYN3",100857420,"ENSGALG00010015391","protein_coding","NC_052532.1","53068092","53272902","+",5404
"gene-TIMP3","gene-TIMP3","TIMP3",396483,"ENSGALG00010015407","protein_coding","NC_052532.1","53137054","53174022","-",5365
"gene-FBXO7","gene-FBXO7","FBXO7",418063,"ENSGALG00010015478","protein_coding","NC_052532.1","53274016","53287635","-",3058
"gene-RTCB","gene-RTCB","RTCB",418064,"ENSGALG00010015544","protein_coding","NC_052532.1","53332857","53346599","+",3642
"gene-PRDM4","gene-PRDM4","PRDM4",418065,"ENSGALG00010015583","protein_coding","NC_052532.1","53371448","53389049","+",4356
"gene-PWP1","gene-PWP1","PWP1",418066,"ENSGALG00010015613","protein_coding","NC_052532.1","53389569","53403942","-",2863
"gene-BTBD11","gene-BTBD11","BTBD11",771493,"","protein_coding","NC_052532.1","53410304","53591542","-",16747
"gene-CRY1","gene-CRY1","CRY1",374093,"ENSGALG00010011282","protein_coding","NC_052532.1","53637589","53672680","-",11409
"gene-MTERF2","gene-MTERF2","MTERF2",418067,"ENSGALG00010010954","protein_coding","NC_052532.1","53674591","53680189","+",2886
"gene-TMEM263","gene-TMEM263","TMEM263",418068,"ENSGALG00010010959","protein_coding","NC_052532.1","53681908","53694755","-",3660
"gene-RIC8B","gene-RIC8B","RIC8B",418069,"ENSGALG00010010981","protein_coding","NC_052532.1","53720399","53753746","-",3441
"gene-RFX4","gene-RFX4","RFX4",418070,"ENSGALG00010010996","protein_coding","NC_052532.1","53758151","53849397","-",3692
"gene-POLR3B","gene-POLR3B","POLR3B",418071,"ENSGALG00010011025","protein_coding","NC_052532.1","53857610","53925039","-",3858
"gene-TCP11X2","gene-TCP11X2","TCP11X2",425052,"ENSGALG00010011912","protein_coding","NC_052532.1","53927649","53943983","-",5987
"gene-CKAP4","gene-CKAP4","CKAP4",418073,"ENSGALG00010011936","protein_coding","NC_052532.1","53949678","53956502","+",3438
"gene-NUAK1","gene-NUAK1","NUAK1",418074,"ENSGALG00010010651","protein_coding","NC_052532.1","53979348","54027165","+",4914
"gene-C12orf75","gene-C12orf75","C12orf75",771624,"ENSGALG00010010666","protein_coding","NC_052532.1","54222413","54242947","-",5795
"gene-APPL2","gene-APPL2","APPL2",418075,"ENSGALG00010011605","protein_coding","NC_052532.1","54258352","54291814","+",3574
"gene-WASHC4","gene-WASHC4","WASHC4",418077,"ENSGALG00010011621","protein_coding","NC_052532.1","54291855","54330853","-",6752
"gene-ALDH1L2","gene-ALDH1L2","ALDH1L2",418078,"ENSGALG00010011657","protein_coding","NC_052532.1","54338222","54368085","+",5086
"gene-C12orf45","gene-C12orf45","C12orf45",418079,"","protein_coding","NC_052532.1","54367603","54372071","-",1588
"gene-SLC41A2","gene-SLC41A2","SLC41A2",427913,"ENSGALG00010011671","protein_coding","NC_052532.1","54372130","54421390","+",4226
"gene-CHST11","gene-CHST11","CHST11",418081,"ENSGALG00010011770","protein_coding","NC_052532.1","54430558","54592808","-",5230
"gene-TXNRD1","gene-TXNRD1","TXNRD1",418082,"ENSGALG00010011789","protein_coding","NC_052532.1","54632854","54659295","-",3529
"gene-NFYB","gene-NFYB","NFYB",396205,"ENSGALG00010011856","protein_coding","NC_052532.1","54682578","54699747","+",7867
"gene-HCFC2","gene-HCFC2","HCFC2",418083,"ENSGALG00010011883","protein_coding","NC_052532.1","54703938","54724862","-",6773
"gene-GLT8D2","gene-GLT8D2","GLT8D2",418085,"ENSGALG00010010071","protein_coding","NC_052532.1","54727861","54743379","+",1654
"gene-TDG","gene-TDG","TDG",395510,"ENSGALG00010010085","protein_coding","NC_052532.1","54743600","54754205","-",3239
"gene-C12orf73","gene-C12orf73","C12orf73",772057,"ENSGALG00010010095","protein_coding","NC_052532.1","54754310","54755587","+",1032
"gene-HSP90B1","gene-HSP90B1","HSP90B1",374163,"ENSGALG00010010280","protein_coding","NC_052532.1","54759583","54769432","-",2735
"gene-NT5DC3","gene-NT5DC3","NT5DC3",427914,"ENSGALG00010010310","protein_coding","NC_052532.1","54794034","54816203","+",4453
"gene-STAB2","gene-STAB2","STAB2",418089,"ENSGALG00010010356","protein_coding","NC_052532.1","54816115","54894225","-",9285
"gene-ASCL1","gene-ASCL1","ASCL1",386573,"ENSGALG00010011057","protein_coding","NC_052532.1","55112008","55114058","-",1937
"gene-PARPBP","gene-PARPBP","PARPBP",418092,"ENSGALG00010011316","protein_coding","NC_052532.1","55414267","55463406","-",16655
"gene-NUP37","gene-NUP37","NUP37",418093,"ENSGALG00010011361","protein_coding","NC_052532.1","55463455","55487565","+",1333
"gene-CCDC53","gene-CCDC53","CCDC53",418094,"","protein_coding","NC_052532.1","55495418","55510762","+",2525
"gene-GNPTAB","gene-GNPTAB","GNPTAB",418096,"ENSGALG00010011453","protein_coding","NC_052532.1","55565271","55605481","+",5287
"gene-SYCP3","gene-SYCP3","SYCP3",418097,"","protein_coding","NC_052532.1","55605799","55616948","+",1146
"gene-CHPT1","gene-CHPT1","CHPT1",418098,"ENSGALG00010011484","protein_coding","NC_052532.1","55616677","55636204","-",4290
"gene-MYBPC1","gene-MYBPC1","MYBPC1",418099,"ENSGALG00010011558","protein_coding","NC_052532.1","55642955","55714282","-",3873
"gene-PARP12","gene-PARP12","PARP12",418100,"ENSGALG00010013063","protein_coding","NC_052532.1","55777638","55794516","+",4372
"gene-TBXAS1","gene-TBXAS1","TBXAS1",418101,"ENSGALG00010013152","protein_coding","NC_052532.1","55795266","56045450","-",4967
"gene-HIPK2","gene-HIPK2","HIPK2",374138,"ENSGALG00010013175","protein_coding","NC_052532.1","56066902","56199777","+",24563
"gene-KIAA1549","gene-KIAA1549","KIAA1549",100857885,"ENSGALG00010013209","protein_coding","NC_052532.1","56198581","56356240","+",10976
"gene-SVOPL","gene-SVOPL","SVOPL",418105,"ENSGALG00010013237","protein_coding","NC_052532.1","56401261","56421593","+",4196
"gene-TRIM24","gene-TRIM24","TRIM24",418106,"ENSGALG00010013244","protein_coding","NC_052532.1","56423706","56482060","-",4226
"gene-AKR1D1","gene-AKR1D1","AKR1D1",418107,"ENSGALG00010013290","protein_coding","NC_052532.1","56595832","56629815","+",1218
"gene-LOC418108","gene-LOC418108","LOC418108",418108,"","protein_coding","NC_052532.1","56669596","56678393","-",1320
"gene-CGTL","gene-CGTL","CGTL",418109,"","protein_coding","NC_052532.1","56680624","56709615","-",11114
"gene-KDM7A","gene-KDM7A","KDM7A",418110,"ENSGALG00010013316","protein_coding","NC_052532.1","56717357","56776605","-",18091
"gene-SLC37A3","gene-SLC37A3","SLC37A3",418112,"ENSGALG00010013328","protein_coding","NC_052532.1","56795323","56817027","-",5441
"gene-RAB19","gene-RAB19","RAB19",418113,"ENSGALG00010013337","protein_coding","NC_052532.1","56816577","56823869","+",4478
"gene-MKRN4P","gene-MKRN4P","MKRN4P",395500,"ENSGALG00010013348","protein_coding","NC_052532.1","56822897","56847021","-",9286
"gene-LOC418114","gene-LOC418114","LOC418114",418114,"","protein_coding","NC_052532.1","56847178","56874734","+",5990
"gene-DENND2A","gene-DENND2A","DENND2A",418115,"ENSGALG00010013381","protein_coding","NC_052532.1","56877489","56934909","-",8311
"gene-ADCK2","gene-ADCK2","ADCK2",418116,"ENSGALG00010013393","protein_coding","NC_052532.1","56936576","56947540","+",2586
"gene-LOC100858131","gene-LOC100858131","LOC100858131",100858131,"","protein_coding","NC_052532.1","56948858","56963061","-",3496
"gene-NDUFB2","gene-NDUFB2","NDUFB2",418118,"ENSGALG00010013416","protein_coding","NC_052532.1","56963468","56974205","+",9150
"gene-BRAF","gene-BRAF","BRAF",396239,"ENSGALG00010013466","protein_coding","NC_052532.1","56964892","57047466","-",10474
"gene-MRPS33","gene-MRPS33","MRPS33",418119,"ENSGALG00010013510","protein_coding","NC_052532.1","57058565","57064711","-",2474
"gene-TMEM178B","gene-TMEM178B","TMEM178B",418120,"ENSGALG00010013523","protein_coding","NC_052532.1","57080274","57291555","+",1662
"gene-AGK","gene-AGK","AGK",418121,"ENSGALG00010013561","protein_coding","NC_052532.1","57321342","57352640","+",1809
"gene-DENND11","gene-DENND11","DENND11",427917,"ENSGALG00010013572","protein_coding","NC_052532.1","57356536","57384497","-",12353
